id,processed_content
8863,cr sirrin lt da write cr sirrin plan a major restructur balanc sheet includ a write 39 mln 43 mln dlr intang goodwil compani past acquisit compani remaind write includ a time expens futur cost relat earli retir program offic consolid increas gener reserv adjust conting bruce wilkinson presid compani charg compani quarter earn period end march 31 significantli impact quarter result affect compani cash posit expect biggest oper backlog compani histori june 30 1987 end fiscal year wilkinson action propos begin contribut improv earn fourth quarter fiscal 1987 fiscal 1988 compani nation largest construct firm termin defin benefit retir plan produc a pre tax benefit 10 mln dlr due overfund plan quarter end dec 31 crss net earn 800 000 dlr revenu 82 5 mln dlr
8865,flower industri lt flo 3rd qtr march 7 march 7 end shr 17 ct 23 ct net 3 998 000 5 317 000 sale 189 4 mln 159 6 mln mth shr 64 ct 68 ct net 14 9 ln 15 9 mln sale 540 9 mln 464 7 mln note twelv 36 week period
8866,flower industri lt flo see lower year net flower industri expect lower earn current year due oper loss incur recent acquisit nonrecur loss result restructur effort year end june 28 flower earn 29 5 mln dlr today report month earn 14 9 mln dlr 15 9 mln dlr a year flower expect fiscal 1988 show growth profit histori due grow profit ongo busi cost control effort higher productvitiy lower tax flower loss suffer west texa oper plant acquir start quarter lt cf staley continent lt wolf bake sever hurt result cf wolf plant expect contribut profit end fiscal year seek bring west texa oper accept level profit end fourth quarter
8868,technitrol lt tnl 4th qtr shr 54 ct 47 ct net 1 1 mln 941 000 rev 8 9 mln 10 3 mln year shr 1 65 dlr 1 64 dlr net 3 3 mln 3 3 mln rev 37 4 mln 39 0 mln
8873,alcan up aluminium ingot billet price alcan aluminium montreal increas yesterday price unalloy ingot extrus billet cent a lb effect shipment begin 1 price unalloy ingot 64 5 cent a lb price extrus billet 72 5 cent a lb feel confid rais price demand suppli sustain time ian rugeroni alcan presid metal sale recycl a rugeroni sheet book alcan aluminium a time compani total 1 1 mln tonn north american smelter system a week suppli short buy rugeroni ad alcan expect intern primari aluminum institut report a drop total socialist stock februari march estim suppli month fallen 100 000 150 000 tonn base part current low inventori aluminium japan london metal exchang
8877,correct hecla lt hl buy mine stake bp hecla ming agre purchas a 28 pct interest green creek joint ventur british petroleum plc lt bp amselco miner unit ventur expect bring product a gold silver lead zinc ore bodi admiralti island alaska 3 500 000 short ton ore assay 0 18 ounc gold 24 0 ounc silver 9 7 pct zinc 3 9 pct lead short ton hecla signific potenti discoveri addit ore correct assay result lead zinc
8879,gener nutrit lt gnc 4th qtr net qtr end jan 31 shr profit ct loss 38 ct net profit 2 466 000 loss 12 691 000 rev 111 1 mln 106 8 mln 12 mth shr profit 20 ct loss 47 ct net profit 6 591 000 loss 15 5 mln rev 342 6 mln 370 4 mln note includ provis store close foreign oper 3 897 000 1986 qtr 1 403 000 qtr prior includ provis store close cost unproduct inventori 1 000 000 1986 qtr 25 1 mln qtr prior
8880,cp air pacif western airlin set lt pacif western airlin corp airlin result previous announc merger pacif western airlin unit canadian pacif air line name canadian airlin intern effect april 26 pacif western airlin servic schedul integr april 26 previous appoint manag airlin airlin canada largest 81 plane fli 89 destin 13 countri pacif western recent acquir canadian pacif airlin 300 mln dlr canadian pacif lt cp
8882,drawdown distil stock tonight american petroleum institut oil inventori report expect show drawdown distil stock 7 5 mln barrel week end march 20 oil analyst trader expect gasolin inventori deplet mln barrel analyst divid crude stock stock unchang mln barrel higher stock mln barrel crude throughput volum expect unchang slightli higher lower week end march 13 trader api record a 7 4 mln barrel stockdraw distil week end march 13 analyst draw reflect histor season trend week end march 13 api report gasolin stock 2 9 mln barrel expect a draw mln barrel fairli high consumpt rate spring summer drive season underway year retail price low compar recent year crude oil stock report 4 4 mln barrel week end march 13 analyst divid outcom week uncertainti throughput level increas decreas week crude stock level unchang mln barrel higher inventori mln barrel previou week lower estim support belief crude run increas import fell api report crude run 154 000 higher week end march 13 analyst call unchang slightli week end march 20 expect product stockdraw reflect firmer price trader draw higher end estim rang ad effect bullish stockbuild a neg factor crude run increas march decreas run friendli market peter beutel elder energi futur
8884,sterl outlook cloud test pari accord move foreign exchang market test strength pari currenc accord thrown question term outlook sterl recent main beneficiari agreement analyst nation accord month sterl risen sharpli ad pct trade weight index accord effect stifl dollar yen dollar mark movement market turn attent sterl foreign investor rush advantag high interest rate analyst pound sidelin tent test pari accord yesterday market set sooner push dollar a test willing central bank interven analyst bank interven effect pari accord collaps balanc sterl a net suffer 6 collaps phillip drew analyst stephen lewi sterl lose market turn attent capit movement previous restrict interest yield currenc analyst foreign exchang dealer forecast a period consolid retrac sterl expect a sharp drop currenc sterl remain support optim polit econom outlook firmer oil price high interest rate bullish sentiment econom outlook run high week budget popular market british voter sterl support sign a weaken west german japanes economi growth 1987 trail pct forecast recent opinion poll show britain rule conserv parti ahead opposit parti popular support pound addit sterl shrug half point cut bank base lend rate week a half point cut wide expect week larg discount base rate run 10 pct high compar western countri analyst a base rate cut 9 1 2 pct affect sterl sterl today appear resili dollar declin drop slightli a cross rate basi worri renew turbul foreign exchang market reflect govern bond gilt market price drop 5 16 point foreign investor interest gilt market major reason rise sterl dealer expect pound hold quietli steadi day market await develop dollar thursday current account figur februari market forecast a deficit 250 mln stg januari small surplu
8890,plenum publish corp lt plen 4th qtr net shr 63 ct 45 ct net 3 623 067 2 607 977 gross incom 10 1 mln 10 1 mln year shr 2 12 dlr 1 74 dlr net 12 2 mln 10 0 mln gross incom 38 1 mln 36 8 mln note share adjust stock split effect yesterday net includ gain sale secur pretax 1 860 213 dlr 392 975 dlr quarter 5 023 401 dlr 3 223 008 dlr year
8892,honeybe lt hbe 4th qtr net oper shr 11 ct ct oper net 248 000 122 000 sale 7 269 000 5 481 000 year oper shr 55 ct 14 ct oper net 1 288 000 333 000 sale 26 2 mln 17 6 mln note net exclud discontinu oper nil gain 103 000 dlr quarter loss 82 000 dlr 50 000 dlr year 1986 year net exclud 133 000 dlr provis loss dispos discontinu oper
8893,scientif measur system lt scm net 2nd qtr jan 31 shr loss ct loss ct net loss 352 000 loss 568 000 rev 636 000 640 000 avg shr 12 7 mln 8 377 000 1st half shr loss ct loss 10 ct net loss 594 000 loss 865 000 rev 1 245 000 1 063 000 avg shr 10 5 mln 8 333 000
8895,ec member state cool cereal plan european commun ec member state gener a cool initi reaction propos european commiss cereal price relat measur come season ec diplomat meet ec special committe agricultur repres member state harsh impact farmer incom britain netherland shown willing accept commiss packag cut pct common price cereal commiss propos a limit intervent februari march period reduc monthli increment intervent price ec farm minist a discuss propos a meet begin monday
8898,public servic colorado lt psr payout qtli div 50 ct 50 ct prior pay record april 10
8899,correct manhattan nation corp lt mlc 4th oper shr loss 20 ct loss 81 ct oper net loss 1 042 000 loss 4 077 000 rev 38 5 mln 50 3 mln 12 mth oper shr loss ct loss 43 ct oper net loss 336 000 loss 2 176 000 rev 137 8 mln 209 1 mln note item move march 23 compani correct error show loss current 12 mth qtr profit
8902,standard charter boost bad debt provis standard charter plc lt stch face a recess key singapor malaysian market ongo depress ship industri boost bad debt provis 1986 chairman lord barber barber a statement bank 1986 result bad doubt debt provis gener specif stood 545 6 mln stg 416 6 mln end 1985 bank figur show increas exclus specif bad risk provis qualifi tax break specif provis rose 111 5 mln stg 71 2 mln stg realloc gener risk provis a 184 2 mln stg charg made profit 1986 compar a 100 7 mln stg charg 1985 total pre tax profit fell 254 mln 268 mln 1985 continu recessionari condit singapor malaysia depress condit ship industri made provid heavili bad doubt deb aris loan asia pacif region top normal level provis barber decis build loan loss reeserv make a sizeabl increas charg gener provis commerci cross border risk barber due bad debt provis asia pacif region made a neglig contribut pre tax profit profit contribut busi maintain report result affect cross border debt provis californian subsidiari union bank show continu growth tropic africa middl east south asia turn excel perform reviv europ continu barber group succes fought a takeov bid lloyd bank lt lloy year strengthen capit resourc year billion stg total asset increas 32 2 billion capit adequaci ratio remain strong primari capit ratio stand 7 5 pct end 1986
8903,colombia coffe revenu sharpli jan feb colombia coffe export revenu drop 97 mln dlr 233 6 mln dlr month year 330 9 mln dlr similar period 1986 central bank preliminari figur show expert attribut fall lower world market price failur introduc intern coffe export quota colombia compens drop higher export calendar 1987 coffe export revenu 1986 2 33 billion dlr bank jorg cardena manag nation coffe grower feder week estim recent drop 30 cent a lb coffe price a net loss revenu 457 mln dlr colombia stress colombia stockpil 10 mln 60 kg bag capac export a recent introduc flexibl market polici
8905,ste francais de petrol bp lt pbpf pa 1986 year net result breakeven profit loss breakeven oper loss 836 mln franc 654 mln net turnov 12 70 billion franc 24 34 billion sale petroleum product 9 7 mln tonn 10 6 mln note compani a statement 1986 result affect sharp fall crude oil price net result includ extraordinari recoveri 731 mln franc provis currenc fluctuat 361 mln franc depreci fix asset compani a subsidiari british petroleum plc lt bp
8906,olivetti exclud stake sg thomson ing olivetti ec spa lt oliv exclud possibl invest a semiconductor ventur discuss itali lt stet societa finanziaria telefonica a franc thomson csf lt tcsf pa olivetti spokesman olivetti approach partner involv financi condit propos consid interest compani exclud possibl invest ventur olivetti made decis invest dispos inform evalu a move stet thomson thursday negoti accord involv respect subsidiari lt sg microelettronica spa lt thomson semiconducteur civil semiconductor field accord conclud put approv french italian author olivetti spokesman respond a reuter queri italian press report today olivetti particip ventur a pct stake
8908,enserch corp lt en set quarterli qtli div 20 ct 20 ct prior pay june record 15
8909,nestl acquir nabisco canada busi swiss base lt nestl a nestl enterpris unit sign a letter intent acquir lt nabisco brand club melros dickson chase sanborn busi undisclos term nestl final agreement subject requir approv sign shortli busi involv deal provid product hotel restaur part food beverag industri nabisco 80 pct own rjr nabisco lt rjr
8911,fed heller stronger japanes demand american good fed heller stronger japanes demand american good
8912,metropolitan financi corp lt mfc vote payout qtli div 11 ct 11 ct prior qtr pay 30 april record 15 april
8914,goodyear lt gt unit start pipelin goodyear tire rubber american pipelin celeron corp subsidiari start line fill activ march 30 begin oper compani mln barrel oil requir pack complet segment line run 1 225 mile santa barbara calif exist pipelin connect west texa construct staqrt week a 43 mile 16 inch diamet gather line deliv 75 000 100 000 barrel a day oil san joaquin valley california 30 inch main underground line transport 300 000 barrel daili
8915,micros lt msiz 2nd qtr end feb 28 net shr profit cent loss 2 6 ct net profit 59 198 loss 132 702 rev 634 616 485 730 mth shr profit cent loss ct net profit 49 669 loss 208 278 rev 1 056 452 944 330
8916,lt paul place control paul place chairman presid treasur paul lambert sold 240 mln common share board member advisori board member alan marcov gerald marcov unaffili purchas term disclos compani alan marvoc name replac lambert chairman chief execut offic michael fuller name presid fuller presid lt mr steak
8918,cyacq amend cyclop offer condit citicorp expand financ cyacq amend cyclop offer condit citicorp expand financ
8919,gordon jewelri lt gor complet sale unit gordon jewelri corp complet previous announc sale asset catalog showroom store privat held carlisl capit corp undisclos amount cash note excess book
8922,fed heller urg japanes buy good a member feder reserv board robert heller want stronger japanes demand american good advoc japanes purchas american good heller respons a question dollar weak currenc market told a heritag foundat forum happi formal remark heller support idea commod price indic monetari polici ask rais issu feder open market committe meet previou meet commod price rais ad expect futur meet past meet respect
8925,tajon ranch lt trc 4th qtr net shr ct ct net 560 000 1 247 000 rev 7 597 000 4 619 000 year shr ten ct 17 ct net 1 225 000 2 161 000 rev 26 5 mln 23 3 mln
8928,centerior energi corp lt cx set quarterli qtli div 64 ct 64 ct prior pay 15 record april 16
8930,suffield financi corp lt sfcp rais quarterli qtli div ct ct prior pay april 10 record march 31
8932,cyacq cut condit cyclop lt cyl bid cyacq corp investor group bid cyclop corp amend outstand 92 50 dlr a share tender offer cyclop elimin condit modifi a group includ audio video affili a unit citicorp lt cci obtain addit financ commit includ increas commit citicorp capit investor condit elimin cyacq request public inform cyclop previous provid dixon group plc cyacq satisifi inform adequ basi cyclop publish financi project cyclop agre acquir dixon group a 90 25 dlr a share tender offer cyclop outstand dixon earlier offer expir tonight condit modifi requir cyacq satisfi break fee oblig dixon rescind ineffect cyclop paid fee expens dixon prior consumm cyacq offer cyacq amend offer expir midnight york time april 1987 extend manufactur hanov trust cit group busi credit increas tender offer commit 197 mln dlr 166 mln dlr merger commit 275 mln dlr 250 mln dlr addit citicorp unit audio video increas commit cyacq 185 mln dlr total 150 mln dlr commit citicorp cyacq estim 407 5 mln dlr buy cyclop share tender pay relat fee expens seek arrang balanc 25 5 mln dlr complet offer previous announc condit lend group led manufactur hanov remain effect loan subject concurr receipt cyacq equiti contribut financ 210 5 mln dlr tender offer facil 213 5 mln dlr merger facil cyacq citicorp unit receiv indic interest altern offer made dixon cyclop alleghani corp lt agre acquir cyclop industri group dixon altern offer citicorp unit cyacq approv propos acquir industri group dixon
8933,tin pact extens itc deleg extens sixth intern tin agreement ita year june 30 increasingli intern tin council itc deleg a special council session today a formal decis quarterli council session april 8 9 decis need budget activ year begin juli state deleg countri favour a continu legal itc presenc answer unresolv legal disput outstand debt buffer stock court hear continu june 30 expiri pact itc inform told appeal made yesterday amalgam metal trade amt januari court rule legal bid led behalf itc creditor broker itc wound januari judg rule court jurisdict wind tin council itc associ mean compani act wind petit a proceed respect respect arbitr award amt appeal point import court accept a wind petit a move enforc arbitr rule
8935,sigma research onc lt sigr 2nd qtr dec 31 loss shr loss 27 ct profit ct net loss 532 376 profit 15 584 rev 1 899 719 2 432 256 mth shr loss 78 ct profit ct net loss 1 521 002 profit 30 145 rev 3 235 907 5 276 119 note year ago net includ gain tax carryforward 5 000 dlr quarter 9 000 dlr year
8940,kodak lt ek cut polyest fiber oper eastman kodak reduc capac employ level polyest fiber oper eastman chemic divis a compani spokesman compani writeoff connect action quarter a carryov writeoff quarter writeoff cover cost plant equip involv expens connect staff cut kodak divis discontinu product polyest partial orient filament yarn poy carolina eastman plant columbia idl 100 mln pound older polyest stapl fiber product capac columbia compani 350 job affect columbia perform contract worker 225 job tennesse eastman plant kingsport tenn kodak part staff reduct achiev enhanc voluntari separ retir plan employe carolina eastman eastman chemic product kodak unit kingsport holsten defens corp workforc reduct expect complet april 30 kodak depress price poor financi perform led decis 50 mln pound poy product shut a result exit busi kodak poy product carolina eastman year compani annual capac product kodel polyest stapl fiber reduc 400 mln pound 500 mln due lesser demand proceed a previou decis phase a 100 mln pound stapl fiber plant carolina eastman carolina eastman employ 1 350 kingsport unit affect 10 800 compani spokesman charg insignific impact earn estim
8941,heavi signup 1987 corn program usda a week remain enrol 1987 feedgrain program agricultur depart offici final signup exceed year level 85 pct enrol usda basic acreag reduct program total close 90 pct agricultur stabil conserv servic asc offici 50 70 pct enrol farmer expect sign paid land divers program signup period 1987 feedgrain program offici end close busi day march 30 usda releas offici signup report april 15 offici usda personnel corn belt state iowa illinoi indiana report heavi signup activ asc offici told reuter a surg acit expect final week signup offici a lot farmer drag feet anticip program doesn enrol 1987 feedgrain program farmer set 20 pct program acreag base option idl addit 15 pct a paid land divers program
8943,illinoi op futur dissolut vote set sharehold illinoi cooper futur futur trade arm midwest farm cooper 25 year vote wednesday dissolut director compani call a special meet recommend dissolut month cite fall volum increas cost sourc close organ told reuter pullout growmark hold 70 pct capit stock led call dissolut demis cooper set clear hous scrambl trade busi 85 region local cooper compris membership iron growmark time a region farm cooper major river termin elev found illinoi cooper futur decemb 1 1960 growmark affili year archer daniel midland decatur ill market grain a joint subsidiari compani adm growmark relationship growmark longer trade futur cooper tom mulligan presid op membership compani mulligan term a cooper cooper declin 99 1982 a notabl loss agriindustri iowa affili cargil illinoi op member includ region cooper indiana grain base indianapoli goldkist atlanta ga midstat toledo ohio farmland industri kansa citi mo farmer commod de moin harvest state minneapoli observor demis illinoi cooper futur a blow cooper system band individu cooper forc way floor manag cash hous chicago board trade a move destroy cohes farm cooper advantag market a time a major commerci compani grow domin don hane vice presid commun nation council farm cooper 5 600 cooper exist today 6 700 year ago period ve past year a crunch a lot consolid market op problem op sell grain major commerci export export lose potenti profit export grain requir heavi invest multi million dollar loss post year ago farmer export a op set export grain serv make folk gun shi hane mulligan believ dissolut approv a result chang futur industri a chang agricultur econom a grain dealer member op futur arm a conveni save a bit money dissolut forc chang busi op waysid lot peopl busi plenti capabl firm steven cavanaugh vice presid grain market indiana grain prefer trade futur a chicago base cooper term clear busi a unit oppos individu econom save ad time chang chang time opinion busi cavanaugh demis futur arm profit guarante compani troubl a sound healthi organ year end februari 28 1986 illinoi cooper report incom 10 2 mln dlr member equiti net worth 8 3 mln dlr annual report recent year file cooper system incom oper return patronag refund member incom refund past year declin year end februari 28 1982 op report incom 17 4 mln dlr patronag refund 17 0 mln dlr patronag refund year end februari 28 1986 total 9 5 mln dlr deal substanti lower volum mulligan lower volum translat higher cost compani 1986 annual report growmark own 90 pct prefer share pct common share illinoi cooper futur mulligan declin specul capit growmark entitl determin figur sharehold decid favor dissolut equiti distribut member trade volum a result year year mulligan compani continu meet minimum capit requir trade futur growmark pull
8944,conrac lt cax soar mark iv lt iv bid heavi buy specul boost conrac corp 7 7 8 29 higher a 25 dlr share cash tender offer announc mark iv industri lt iv a case chemlawn euphoria arbitrageur refer a recent hostil tender began 27 dlr share end chemlawn corp lt chem found a white knight bid 36 50 dlr conrac arbitrageur 28 dlr share price earli project outcom market speak 25 dlr offer inadequ arbitrageur ad hard make a case conrac worth 29 dlr share trade today note stock recent sold high teen a downward risk 10 dlr conrac thwart mark iv conrac urg sharehold action board studi offer confer advis conrac make a recommend april 17 a arbitrageur note mark iv involv takeov previous proven a determin bidder beginn conrac troubl find buyer a hodg podg relat busi a small univers peopl compani present structur conrac involv video display comput softwar aircraft instrument telephon answer machin weld equip product tell retail client sell leav rest risk rudolph hokanson analyst milwauke call 25 dlr offer mark iv fair low side don manag a buyer offer hokanson conrac conserv financ develop a reput qualiti product serv nich market manag a good job turn telephon answer machin busi
8945,laser photon lt lazr sell common share laser photon sold 615 385 share common stock investor mln dlr a previous announc agreement connect invest compani restructur board member design investor compani group investor includ affili lt radix organ compani richard gluch jr resign board join board leonard lichter pierr schoenheim roger kirk investor design compani ad member board chairman don friedkin presid chief execut offic mark fukuhara jay watnick ira goldstein thurman sasser michael clinger
8946,crowley milner lt 4th qtr jan 31 net shr 4 11 dlr 3 51 dlr net 2 091 000 1 785 000 sale 38 8 mln 34 3 mln year shr 3 42 dlr 3 57 dlr net 1 740 000 1 815 000 sale 113 0 mln 104 1 mln qtli div 25 ct 25 ct previous pay april 30 record april 15
8947,conrac lt cax urg action bid conrac corp sharehold action 25 dlr share tender offer share launch morn mark iv industri lt iv compani board studi offer financi legal advisor make a recommend sharehold april 17
8948,lt val mine find high grade order val mine a recent drill hole surfrac intersect high grade ore a downdip extens discoveri vein val mine northern quebec compani 42 3 feet hole grade 0 92 ounc short ton gold includ a 17 5 foot section grade 2 17 ounc zone project seventh level mine 1 450 feet surfac 820 feet west shaft val find recent make substanti contribut mine ore reserv grade
8950,brazilian seamen 14 000 back work 14 000 brazil 40 000 seamen back work pay accord 21 ship compani rest strike a spokesman strike headquart today seamen began a nation stoppag februari 27 spokesman talk telephon rio de janeiro 126 ship strike bound ad resign seamen scarc crew left 38 ship seamen settl gener pay rise 120 pct 21 compani talk shipown associ syndarma deadlock overtim export delay strike export problem manag hasn critic mean a coffe trader santo note coffe move foreign ship econom analyst ad delay export serv aggrav brazil balanc payment crisi month prompt govern suspend interest payment 68 billion dlr commerci debt
8951,fed buy 500 mln dlr bill custom feder reserv purchas 500 mln dlr treasuri bill a custom a spokeswoman fed bought bill matur june juli august 27 septemb 10 regular deliveri tomorrow dealer feder fund trade 6 1 8 pct fed announc oper
8956,penn traffic lt pnf 4th qtr jan 31 net shr 33 ct 46 ct net 1 350 000 1 886 000 rev 150 1 mln 127 9 mln year shr 1 76 dlr 1 59 dlr net 7 300 000 6 567 000 rev 548 mln 510 5 mln note quarter 1986 restat reflect adopt 4th qtr pension account procedur increas net incom qtr 204 000 dlr ct share procedur increas fourth qtr incom 73 000 dlr ct share
8959,calumet industri lt cali see 2nd qtr loss calumet industri expect report a loss oper quarter end march 31 a strong unit sale increas year ago period compani report net incom 366 953 dlr 18 ct a share chairman mark salvino expect loss primarili due depress product price recov increas cost crude oil salvino steadier crude price reduc rate refineri product increas product price lead a return normal profit margin report 23 mln dlr hydroc ii system construct compani refineri princeton la schedul product begin earli fiscal 1988
8961,cocoa buffer stock accord closer deleg intern cocoa organ icco move closer agreement buffer stock rule deleg expect reach accord friday convinc buffer stock rule place friday buffer stock put oper monday a consum deleg atmospher excel deleg buffer stock oper monday place april 1 rule agre friday a detail packag buffer stock manag buy sell cocoa present a buffer stock work group afternoon a big step a interest stage negoti deleg packag base negoti principl inform agre deleg forg bit bit fortnight long meet icco execut director kobena erbynn a small group deleg produc european commun ec consum schedul paper separ jointli tomorrow propos buffer stock manag buy cocoa origin hand market offer system alert market news agenc want buy cocoa includ shipment detail tonnag desir deleg manag buy cocoa a competit basi choos cheapest cocoa give prefer icco member countri export standard price differenti fix origin similar golf handicap determin rel competit offer cocoa origin differenti review request a member countri recommend buffer stock manag deleg revis decid a major vote icco council buffer stock purchas icco member countri allow exceed 10 pct total buffer stock purchas limit 5 000 tonn cocoa day 20 000 tonn week bought nearbi intermedi forward posit ad underli idea rule packag transpar mean virtual buffer stock manag market activ public discret deleg tin market collaps 1985 intern tin council buffer stock ran fund cocoa deleg anxiou instal safeguard cocoa market mechan earnest debat buffer stock propos expect begin late tomorrow deleg feel pressur approach friday deadlin icco meet due adjourn deleg icco fail agre buffer stock rule januari intern cocoa agreement forc exist buffer stock 100 000 tonn cocoa frozen place bank balanc 250 mln dlr untouch rule agre current semi annual council meet chanc deleg cement buffer stock rule produc keen wheel market stabil mechan turn stem declin world price deleg
8962,financi corp lt fin hold buyout talk financi corp america hold discuss a buyout compani a spokeswoman point financi corp publicli year compani view a merger method increas compani capit opportun aris strengthen capit posit quickli open spokeswoman financi corp billion dlr bring regulatori net worth feder save loan insur corp requir spokeswoman addit feder home loan bank board a letter date januari 26 1987 state march 31 1988 continu support compani effort restructur balanc sheet maintain profit oper augment net worth
8964,pdvsa incom oil sale fell 45 pct 1986 state oil compani petroeleo de venezuela end 1986 a decreas 45 pct incom oil sale surpass export goal 100 000 barrel a day minist energi mine arturo hernandez grisanti speak a news confer pdvsa annual assembl hernandez pdvsa incom oil sale drop 7 2 billion dlr 1986 45 pct year 13 3 billion fiscal revenu oil sale estim 66 billion bolivar 1986 total 43 5 billion a drop 34 pct hernandez a impact venezuela pdvsa export volum averag 1 508 mln barrel a day 658 000 bpd crude oil 850 000 bpd refin product figur surpass pdvsa state goal 1 410 mln bpd 1985 export volum 1 371 mln bpd cover loss a drop averag price 25 88 dlr barrel 1985 13 90 dlr year 13 90 barrel price 1986 1 01 dlr higher figur origin announc central bank hernandez increas a account system includ result pdvsa oversea refin market oper consumpt venezuela intern market increas 323 000 bpd 1985 342 000 bpd year hernandez stress govern manag gasolin sale constant 164 000 bpd explor pdvsa led increas 675 mln barrel reserv light medium crude shift balanc venezuela reserv heavi crude oil countri product capac year end 1986 2 562 mln bpd 1 420 mln light medium crude hernandez venezuela total proven reserv decemb 31 1986 55 521 billion barrel fourth largest amount world hernandez
8965,american network lt anwi dec 31 year net shr profit 16 ct loss 1 40 dlr net profit 3 000 000 loss 6 570 000 rev 91 7 mln 66 9 mln avg shr 19 078 072 4 708 896 note current year net includ mln dlr net gain settlement litig
8968,signet bank corp regular dividend qtli div 31 ct 31 ct prior payabl april 22 record april
8969,mott super market lt msm 4th qtr jan 3 shr loss 15 ct loss 1 12 dlr net loss 414 331 loss 3 1 mln rev 73 8 mln 69 1 mln year shr loss 99 ct loss 1 69 dlr net loss 2 7 mln loss 4 7 mln rev 276 9 mln 290 1 mnln
8970,alexand lt alx 2nd qtr feb 7 shr 57 ct 72 ct net 2 7 mln 3 3 mln month shr 45 ct 84 ct net 2 1 mln 3 8 mln note 1987 month includ 790 000 dlr charg 1986 month includ 679 000 net gain
8971,imperi oil lt imo a focu higher profit imperi oil 70 pct own exxon corp lt xon focu maintain financi strength improv term earn perform oper expens reduct select capit spend compani annual report imperi oil expect spend 750 mln dlr capit explor expenditur 1987 compar 648 mln dlr 1986 1 16 billion dlr 1985 imperi previous report 1986 oper net profit fell 440 mln dlr 2 69 dlr share 694 mln dlr 4 27 dlr share prior year imperi oil attent earn result desir pursu longer term growth opportun invest climat improv belief low volatil crude oil price continu year compani action initi 1986 restructur improv effici continu show benefit 1987 1986 compani cut oper administr market expens 91 mln dlr reduc number worker 16 pct 12 500 imperi chairman arden hayn annual report earli determin recent upward movement intern oil price sustain a time prudenc caution compani action continu base fundament market suppli demand hayn prospect compani petroleum product divis promis uncertain imperi 1986 petroleum earn rose 174 mln dlr 102 mln dlr 1985 hayn satisfactori product margin petroleum product result demand recov unit state compani chemic busi outlook mix hayn prospect growth petrochem sale good long econom growth continu futur larg grain surplus dampen fertil demand maintain pressur price imperi chemic busi earn 17 mln dlr 1986 compar mln dlr 1985
8972,northeast util lt nu year shr 2 78 dlr 2 55 dlr net 302 0 mln 271 6 mln rev 2 0 billion 2 1 billion
8974,cpc lt cpc sell european busi cpc intern reach agreement principl sell european corn wet mill busi agricola finanziaria spa a member ferruzzi group a price excess 600 mln dlr transact expect complet septemb 30 cpc expect materi gain loss year transact effect deal 1987 earn evalu full definit pact complet long term effect transact cpc earn posit ad capit expenditur cut back reduc corpor division overhead oper expens european busi sale import part a restructur announc novemb cpc proce sale reduc debt incur purchas arnold food london specialti bake busi stock repurchas program part restructur decemb 31 cpc bought 15 mln common share adjust a 2 1 split januari a total cost 621 8 mln dlr 1986 annual report decemb cpc acquir arnold food london a total 170 mln dlr cpc previous want sell european corn wet mill busi proce reduc debt includ incur share buyback total cpc bought back 16 mln share common stock adjust split today novemb author a buyback 20 mln share adjust split buyback restructur trigger novemb compani control ronald perelman chairman revlon group lt rev acquir 7 6 pct cpc outstand stock 1986 european corn wet mill busi sale 914 1 mln dlr oper incom overhead 68 8 mln dlr headquart overhead cost 19 7 mln dlr cpc 1986 annual report busi asset 645 7 mln dlr 1986 report
8975,mobex complet grant industri lt gtx tender mobex corp a privat build product concern late yesterday accept 2 3 mln share 98 pct grant industri a tender offer 7 75 dlr a share cash offer expir 2000 est yesterday mobex mobex acquisit corp unit accept 2 316 940 share grant common 98 pct 2 369 799 share present outstand tender price
8976,leucadia nation corp lt luk 4th qtr net shr 3 28 dlr 22 ct shr dilut 2 99 dlr 22 ct net 46 0 mln 3 328 000 avg shr 14 0 mln 15 2 mln year shr 5 41 dlr 1 56 dlr shr dilut 4 94 dlr 1 50 dlr net 78 2 mln 25 9 mln avg shr 14 5 mln 15 1 mln note earn share reflect split effect januari 6 1987 share amount calcul prefer stock dividend loss continu oper qtr 1986 includ gain sale invest enron corp 14 mln dlr compani 4 189 000 writedown invest nation intergroup 11 8 mln brae corp 15 6 mln
8977,telecom lt tele complet sale telecom intern complet sale 65 pct interest tel commun siemen inform system 173 mln dlr telecom receiv 107 mln dlr close balanc paid instal siemen disput matter financi statement issu matter
8978,haiti czechoslovakia join cocoa organ haiti czechoslovakia join intern cocoa organ icco bring membership unit nation charter bodi 18 import countri 17 export icco offici haiti provision appli icco export member account 0 92 pct world cocoa export czechoslovakia join import
8979,integr resourc lt ire 4th qtr net oper primari shr 1 03 dlr 2 55 dlr oper dilut shr 94 ct 1 76 dlr oper net 15 2 mln 23 4 mln rev 272 0 mln 232 mln avg shr primari 7 625 000 5 534 000 avg shr dilut 12 3 mln 10 3 mln year oper shr 1 06 dlr 3 17 dlr oper net 39 mln 56 1 mln rev 830 2 mln 657 9 mln avg shr 7 490 000 5 557 000 note 1986 oper net exclud 10 4 mln dlr discontinu oper 1985 4th qtr exclud a loss 4 570 000 dlr 6 330 000 dlr discontinu oper 1986 oper net exclud a 10 5 mln dlr 1 40 dlr shr loss earli extinquish note 1986 1985 oper share amount report pay 31 0 mln dlr 38 5 mln dlr prefer stock dividend 1986 1985 4th qtr share amount report pay 7 292 000 dlr 9 333 000 dlr prefer stock dividend 1985 discontinu oper restat
